epoch;acc;loss;lr;val_acc;val_loss
0;0.11145161437171121;7.081327491806399;0.005;0.10232220779893533;6.96163083299324
0;0.9187036998510834;0.27650626405689216;0.001;0.9821428605488368;0.055999229954821726
